label	longid	s	uri	strunz
Aegirine-augite	1:1:32:7	gcmin:aegirine-augite	<https://www.mindat.org/1:1:32:7>	09.DA.20
Aenigmatite	1:1:33:4	gcmin:aenigmatite	<https://www.mindat.org/1:1:33:4>	09.DH.40
Aerinite	1:1:34:1	gcmin:aerinite	<https://www.mindat.org/1:1:34:1>	09.DB.45
Aerugite	1:1:36:5	gcmin:aerugite	<https://www.mindat.org/1:1:36:5>	08.BC.15
Aeschynite-(Ce)	1:1:37:2	gcmin:aeschynite-ce	<https://www.mindat.org/1:1:37:2>	04.DF.05
Aeschynite-(Nd)	1:1:38:9	gcmin:aeschynite-nd	<https://www.mindat.org/1:1:38:9>	04.DF.05
Aeschynite-(Y)	1:1:39:6	gcmin:aeschynite-y	<https://www.mindat.org/1:1:39:6>	04.DF.05
Afghanite	1:1:41:9	gcmin:afghanite	<https://www.mindat.org/1:1:41:9>	09.FB.05
Afmite	1:1:40242:6	gcmin:afmite	<https://www.mindat.org/1:1:40242:6>	08.DD.15
Afwillite	1:1:42:6	gcmin:afwillite	<https://www.mindat.org/1:1:42:6>	09.AG.75
Agaite	1:1:42745:2	gcmin:agaite	<https://www.mindat.org/1:1:42745:2>	07.BC
Agakhanovite-(Y)	1:1:45953:0	gcmin:agakhanovite-y	<https://www.mindat.org/1:1:45953:0>	09.CM
Agardite-(Ce)	1:1:48:8	gcmin:agardite-ce	<https://www.mindat.org/1:1:48:8>	08.DL.15
Agardite-(La)	1:1:50:1	gcmin:agardite-la	<https://www.mindat.org/1:1:50:1>	08.DL.15
Agardite-(Nd)	1:1:43:3	gcmin:agardite-nd	<https://www.mindat.org/1:1:43:3>	08.DL.15
Agardite-(Y)	1:1:44:0	gcmin:agardite-y	<https://www.mindat.org/1:1:44:0>	08.DL.15
Agrellite	1:1:57:0	gcmin:agrellite	<https://www.mindat.org/1:1:57:0>	09.DH.75
Agricolaite	1:1:39868:2	gcmin:agricolaite	<https://www.mindat.org/1:1:39868:2>	05.ED.50
Agrinierite	1:1:58:7	gcmin:agrinierite	<https://www.mindat.org/1:1:58:7>	04.GB.05
Aguilarite	1:1:59:4	gcmin:aguilarite	<https://www.mindat.org/1:1:59:4>	02.BA.55
Aheylite	1:1:60:0	gcmin:aheylite	<https://www.mindat.org/1:1:60:0>	08.DD.15
Ahlfeldite	1:1:61:7	gcmin:ahlfeldite	<https://www.mindat.org/1:1:61:7>	04.JH.10
Ahrensite	1:1:43891:7	gcmin:ahrensite	<https://www.mindat.org/1:1:43891:7>	09.AC
Aikinite	1:1:63:1	gcmin:aikinite	<https://www.mindat.org/1:1:63:1>	02.HB.05a
Aiolosite	1:1:38693:3	gcmin:aiolosite	<https://www.mindat.org/1:1:38693:3>	07.BD.20
Ajoite	1:1:66:2	gcmin:ajoite	<https://www.mindat.org/1:1:66:2>	09.EA.70
Akaganeite	1:1:67:9	gcmin:akaganeite	<https://www.mindat.org/1:1:67:9>	04.DK.05
Akaogiite	1:1:35912:4	gcmin:akaogiite	<https://www.mindat.org/1:1:35912:4>	04.D
Akatoreite	1:1:68:6	gcmin:akatoreite	<https://www.mindat.org/1:1:68:6>	09.BH.15
Akdalaite	1:1:69:3	gcmin:akdalaite	<https://www.mindat.org/1:1:69:3>	04.FL.70
Åkermanite	1:1:70:9	gcmin:akermanite	<https://www.mindat.org/1:1:70:9>	09.BB.10
Akhtenskite	1:1:71:6	gcmin:akhtenskite	<https://www.mindat.org/1:1:71:6>	04.DB.15b
Aklimaite	1:1:42244:8	gcmin:aklimaite	<https://www.mindat.org/1:1:42244:8>	09.H
Akrochordite	1:1:72:3	gcmin:akrochordite	<https://www.mindat.org/1:1:72:3>	08.DD.10
Aksaite	1:1:73:0	gcmin:aksaite	<https://www.mindat.org/1:1:73:0>	06.FA.05
Aktashite	1:1:74:7	gcmin:aktashite	<https://www.mindat.org/1:1:74:7>	02.GA.30
Alabandite	1:1:89:1	gcmin:alabandite	<https://www.mindat.org/1:1:89:1>	02.CD.10
Alacránite	1:1:91:4	gcmin:alacranite	<https://www.mindat.org/1:1:91:4>	02.FA.20
Alamosite	1:1:93:8	gcmin:alamosite	<https://www.mindat.org/1:1:93:8>	09.DO.20
Alarsite	1:1:94:5	gcmin:alarsite	<https://www.mindat.org/1:1:94:5>	08.AA.05
Albite	1:1:96:9	gcmin:albite	<https://www.mindat.org/1:1:96:9>	09.FA.35
Albrechtschraufite	1:1:97:6	gcmin:albrechtschraufite	<https://www.mindat.org/1:1:97:6>	05.ED.15
Alburnite	1:1:43596:5	gcmin:alburnite	<https://www.mindat.org/1:1:43596:5>	02.BA
Alcaparrosaite	1:1:42525:0	gcmin:alcaparrosaite	<https://www.mindat.org/1:1:42525:0>	07.DF
Aldermanite	1:1:104:1	gcmin:aldermanite	<https://www.mindat.org/1:1:104:1>	08.DM.35
Aldomarinoite	1:1:55606:4	gcmin:aldomarinoite	<https://www.mindat.org/1:1:55606:4>	08.BG
Aldridgeite	1:1:40398:4	gcmin:aldridgeite	<https://www.mindat.org/1:1:40398:4>	07.DF
Aleksandrovite	1:1:39438:5	gcmin:aleksandrovite	<https://www.mindat.org/1:1:39438:5>	09.CJ.25
Aleksite	1:1:108:7	gcmin:aleksite	<https://www.mindat.org/1:1:108:7>	02.GC.40a
Alflarsenite	1:1:38701:1	gcmin:alflarsenite	<https://www.mindat.org/1:1:38701:1>	09
Alforsite	1:1:112:0	gcmin:alforsite	<https://www.mindat.org/1:1:112:0>	08.BN.05
Alfredstelznerite	1:1:35790:4	gcmin:alfredstelznerite	<https://www.mindat.org/1:1:35790:4>	06.D
Algodonite	1:1:114:8	gcmin:algodonite	<https://www.mindat.org/1:1:114:8>	02.AA.10a
Alicewilsonite-(YCe)	1:1:55237:8	gcmin:alicewilsonite-yce	<https://www.mindat.org/1:1:55237:8>	05.CC
Aliettite	1:1:115:7	gcmin:aliettite	<https://www.mindat.org/1:1:115:7>	09.EC.60
Allactite	1:1:122:7	gcmin:allactite	<https://www.mindat.org/1:1:122:7>	08.BE.30
Allanite-(Ce)	1:1:125:4	gcmin:allanite-ce	<https://www.mindat.org/1:1:125:4>	09.BG.05b
Allanite-(La)	1:1:126:3	gcmin:allanite-la	<https://www.mindat.org/1:1:126:3>	09.BG.05b
Allanite-(Nd)	1:1:36831:7	gcmin:allanite-nd	<https://www.mindat.org/1:1:36831:7>	09.BG.05b
Allanite-(Y)	1:1:127:2	gcmin:allanite-y	<https://www.mindat.org/1:1:127:2>	09.BG.05b
Allanpringite	1:1:27431:9	gcmin:allanpringite	<https://www.mindat.org/1:1:27431:9>	08.DC.50
Allantoin	1:1:55045:9	gcmin:allantoin	<https://www.mindat.org/1:1:55045:9>	10.CA
Allargentum	1:1:128:1	gcmin:allargentum	<https://www.mindat.org/1:1:128:1>	02.AA.30
Alleghanyite	1:1:129:0	gcmin:alleghanyite	<https://www.mindat.org/1:1:129:0>	09.AF.45
Allochalcoselite	1:1:27596:5	gcmin:allochalcoselite	<https://www.mindat.org/1:1:27596:5>	04.JG.40
Alloclasite	1:1:134:2	gcmin:alloclasite	<https://www.mindat.org/1:1:134:2>	02.EB.10b
Allophane	1:1:139:7	gcmin:allophane	<https://www.mindat.org/1:1:139:7>	09.ED.20
Alloriite	1:1:29546:4	gcmin:alloriite	<https://www.mindat.org/1:1:29546:4>	09.FB.05
Alluaivite	1:1:141:2	gcmin:alluaivite	<https://www.mindat.org/1:1:141:2>	09.CO.10
Alluaudite	1:1:142:1	gcmin:alluaudite	<https://www.mindat.org/1:1:142:1>	08.AC.10
Almandine	1:1:452:5	gcmin:almandine	<https://www.mindat.org/1:1:452:5>	09.AD.25
Almarudite	1:1:25681:8	gcmin:almarudite	<https://www.mindat.org/1:1:25681:8>	09.CM.05
Almeidaite	1:1:43884:7	gcmin:almeidaite	<https://www.mindat.org/1:1:43884:7>	04
Alnaperbøeite-(Ce)	1:1:43577:0	gcmin:alnaperboeite-ce	<https://www.mindat.org/1:1:43577:0>	09.BG
Alpeite	1:1:50779:4	gcmin:alpeite	<https://www.mindat.org/1:1:50779:4>	09.BJ.40
Alpersite	1:1:27526:6	gcmin:alpersite	<https://www.mindat.org/1:1:27526:6>	07.CB.35
Alsakharovite-Zn	1:1:26417:2	gcmin:alsakharovite-zn	<https://www.mindat.org/1:1:26417:2>	09.CE.30h
Alstonite	1:1:146:7	gcmin:alstonite	<https://www.mindat.org/1:1:146:7>	05.AB.35
Altaite	1:1:147:6	gcmin:altaite	<https://www.mindat.org/1:1:147:6>	02.CD.10
Alterite	1:1:53102:9	gcmin:alterite	<https://www.mindat.org/1:1:53102:9>	07.DE.42
Althausite	1:1:148:5	gcmin:althausite	<https://www.mindat.org/1:1:148:5>	08.BB.25
Althupite	1:1:149:4	gcmin:althupite	<https://www.mindat.org/1:1:149:4>	08.EC.25
Altisite	1:1:150:0	gcmin:altisite	<https://www.mindat.org/1:1:150:0>	09.DP.40
Alum-(K)	1:1:3267:0	gcmin:alum-k	<https://www.mindat.org/1:1:3267:0>	07.CC.20
Alum-(Na)	1:1:3703:3	gcmin:alum-na	<https://www.mindat.org/1:1:3703:3>	07.CC.20
Aluminite	1:1:154:6	gcmin:aluminite	<https://www.mindat.org/1:1:154:6>	07.DC.05
Aluminium	1:1:107:8	gcmin:aluminium	<https://www.mindat.org/1:1:107:8>	01.AA.05
Aluminoceladonite	1:1:6795:5	gcmin:aluminoceladonite	<https://www.mindat.org/1:1:6795:5>	09.EC.15
Aluminocerite-(Ce)	1:1:38991:2	gcmin:aluminocerite-ce	<https://www.mindat.org/1:1:38991:2>	09.AG.20
Aluminocopiapite	1:1:87:7	gcmin:aluminocopiapite	<https://www.mindat.org/1:1:87:7>	07.DB.35
Aluminocoquimbite	1:1:40001:1	gcmin:aluminocoquimbite	<https://www.mindat.org/1:1:40001:1>	07.CB.50
Aluminomagnesiohulsite	1:1:26444:6	gcmin:aluminomagnesiohulsite	<https://www.mindat.org/1:1:26444:6>	06.AB.45
Aluminopyracmonite	1:1:43521:1	gcmin:aluminopyracmonite	<https://www.mindat.org/1:1:43521:1>	07.AC
Aluminosugilite	1:1:53545:0	gcmin:aluminosugilite	<https://www.mindat.org/1:1:53545:0>	09.CM
Aluminotaipingite-(CeCa)	1:1:470789:5	gcmin:aluminotaipingite-ceca	<https://www.mindat.org/1:1:470789:5>	09.AG
Alumoåkermanite	1:1:39212:9	gcmin:alumoakermanite	<https://www.mindat.org/1:1:39212:9>	09.BB.10
Alumohydrocalcite	1:1:157:3	gcmin:alumohydrocalcite	<https://www.mindat.org/1:1:157:3>	05.DB.05
Alumoklyuchevskite	1:1:6799:3	gcmin:alumoklyuchevskite	<https://www.mindat.org/1:1:6799:3>	07.BC.45
Alumotantite	1:1:159:1	gcmin:alumotantite	<https://www.mindat.org/1:1:159:1>	04.DB.55
Alumovesuvianite	1:1:47914:5	gcmin:alumovesuvianite	<https://www.mindat.org/1:1:47914:5>	09.BG
Alunite	1:1:161:6	gcmin:alunite	<https://www.mindat.org/1:1:161:6>	07.BC.10
Alunogen	1:1:162:5	gcmin:alunogen	<https://www.mindat.org/1:1:162:5>	07.CB.45
Alvanite	1:1:165:2	gcmin:alvanite	<https://www.mindat.org/1:1:165:2>	08.FE.05
Alwilkinsite-(Y)	1:1:47025:0	gcmin:alwilkinsite-y	<https://www.mindat.org/1:1:47025:0>	07.EB
Amakinite	1:1:180:1	gcmin:amakinite	<https://www.mindat.org/1:1:180:1>	04.FE.05
Amarantite	1:1:182:9	gcmin:amarantite	<https://www.mindat.org/1:1:182:9>	07.DB.30
Amarillite	1:1:183:8	gcmin:amarillite	<https://www.mindat.org/1:1:183:8>	07.CC.75
Amblygonite	1:1:189:2	gcmin:amblygonite	<https://www.mindat.org/1:1:189:2>	08.BB.05
Ambrinoite	1:1:39789:6	gcmin:ambrinoite	<https://www.mindat.org/1:1:39789:6>	02.HE.10
Ameghinite	1:1:195:3	gcmin:ameghinite	<https://www.mindat.org/1:1:195:3>	06.CA.10
Amesite	1:1:197:1	gcmin:amesite	<https://www.mindat.org/1:1:197:1>	09.ED.15
Amicite	1:1:199:9	gcmin:amicite	<https://www.mindat.org/1:1:199:9>	09.GC.05
Aminoffite	1:1:200:4	gcmin:aminoffite	<https://www.mindat.org/1:1:200:4>	09.BH.05
Ammineite	1:1:38895:9	gcmin:ammineite	<https://www.mindat.org/1:1:38895:9>	03.C
Ammonioalunite	1:1:203:1	gcmin:ammonioalunite	<https://www.mindat.org/1:1:203:1>	07.BC.10
Ammonioborite	1:1:204:0	gcmin:ammonioborite	<https://www.mindat.org/1:1:204:0>	06.EA.15
Ammoniojarosite	1:1:205:9	gcmin:ammoniojarosite	<https://www.mindat.org/1:1:205:9>	07.BC.10
Ammoniolasalite	1:1:52841:4	gcmin:ammoniolasalite	<https://www.mindat.org/1:1:52841:4>	04.HC
Ammonioleucite	1:1:206:8	gcmin:ammonioleucite	<https://www.mindat.org/1:1:206:8>	09.GB.05
Ammoniomagnesiovoltaite	1:1:39666:6	gcmin:ammoniomagnesiovoltaite	<https://www.mindat.org/1:1:39666:6>	07.CC.25
Ammoniomathesiusite	1:1:52589:7	gcmin:ammoniomathesiusite	<https://www.mindat.org/1:1:52589:7>	07.DF
Ammoniotinsleyite	1:1:54627:0	gcmin:ammoniotinsleyite	<https://www.mindat.org/1:1:54627:0>	08.DH
Ammoniozippeite	1:1:52182:8	gcmin:ammoniozippeite	<https://www.mindat.org/1:1:52182:8>	07.EC.05
Amstallite	1:1:208:6	gcmin:amstallite	<https://www.mindat.org/1:1:208:6>	09.DP.25
Analcime	1:1:210:1	gcmin:analcime	<https://www.mindat.org/1:1:210:1>	09.GB.05
Anandite	1:1:456:1	gcmin:anandite	<https://www.mindat.org/1:1:456:1>	09.EC.35
Anapaite	1:1:211:0	gcmin:anapaite	<https://www.mindat.org/1:1:211:0>	08.CH.10
Anatase	1:1:213:8	gcmin:anatase	<https://www.mindat.org/1:1:213:8>	04.DD.05
Ancylite-(Ce)	1:1:216:5	gcmin:ancylite-ce	<https://www.mindat.org/1:1:216:5>	05.DC.05
Ancylite-(La)	1:1:6800:6	gcmin:ancylite-la	<https://www.mindat.org/1:1:6800:6>	05.DC.05
Andalusite	1:1:217:4	gcmin:andalusite	<https://www.mindat.org/1:1:217:4>	09.AF.10
Andersonite	1:1:219:2	gcmin:andersonite	<https://www.mindat.org/1:1:219:2>	05.ED.30
Andorite IV	1:1:11345:2	gcmin:andorite_iv	<https://www.mindat.org/1:1:11345:2>	02.JB.40a
Andorite VI	1:1:29150:1	gcmin:andorite_vi	<https://www.mindat.org/1:1:29150:1>	02.JB
Andradite	1:1:223:5	gcmin:andradite	<https://www.mindat.org/1:1:223:5>	09.AD.25
Andrémeyerite	1:1:225:3	gcmin:andremeyerite	<https://www.mindat.org/1:1:225:3>	09.BB.20
Andrianovite	1:1:31664:2	gcmin:andrianovite	<https://www.mindat.org/1:1:31664:2>	09.CO.10
Andrieslombaardite	1:1:470603:4	gcmin:andrieslombaardite	<https://www.mindat.org/1:1:470603:4>	02.EB
Androsite-(Ce)	1:1:46245:5	gcmin:androsite-ce	<https://www.mindat.org/1:1:46245:5>	09.BG.05
Anduoite	1:1:227:1	gcmin:anduoite	<https://www.mindat.org/1:1:227:1>	02.EB.15a
Andychristyite	1:1:46681:3	gcmin:andychristyite	<https://www.mindat.org/1:1:46681:3>	07.CC
Andymcdonaldite	1:1:53543:2	gcmin:andymcdonaldite	<https://www.mindat.org/1:1:53543:2>	07.AB
Andyrobertsite	1:1:6802:0	gcmin:andyrobertsite	<https://www.mindat.org/1:1:6802:0>	08.DH.50
Angarfite	1:1:41909:1	gcmin:angarfite	<https://www.mindat.org/1:1:41909:1>	08.AC
Angastonite	1:1:35972:6	gcmin:angastonite	<https://www.mindat.org/1:1:35972:6>	08.DL.25
Ángelaite	1:1:26701:8	gcmin:angelaite	<https://www.mindat.org/1:1:26701:8>	02.JB.25f
Angelellite	1:1:231:4	gcmin:angelellite	<https://www.mindat.org/1:1:231:4>	08.BC.05
Anglesite	1:1:233:2	gcmin:anglesite	<https://www.mindat.org/1:1:233:2>	07.AD.35
Anhydrite	1:1:234:1	gcmin:anhydrite	<https://www.mindat.org/1:1:234:1>	07.AD.30
Anhydrokainite	1:1:235:0	gcmin:anhydrokainite	<https://www.mindat.org/1:1:235:0>	07.BC.80
Anilite	1:1:236:9	gcmin:anilite	<https://www.mindat.org/1:1:236:9>	02.BA.10
Ankerite	1:1:239:6	gcmin:ankerite	<https://www.mindat.org/1:1:239:6>	05.AB.10
Ankinovichite	1:1:11516:8	gcmin:ankinovichite	<https://www.mindat.org/1:1:11516:8>	08.FE.05
Annabergite	1:1:240:2	gcmin:annabergite	<https://www.mindat.org/1:1:240:2>	08.CE.40
Annite	1:1:241:1	gcmin:annite	<https://www.mindat.org/1:1:241:1>	09.EC.20
Anorpiment	1:1:42349:2	gcmin:anorpiment	<https://www.mindat.org/1:1:42349:2>	02.FA
Anorthite	1:1:246:6	gcmin:anorthite	<https://www.mindat.org/1:1:246:6>	09.FA.35
Anorthominasragrite	1:1:25587:3	gcmin:anorthominasragrite	<https://www.mindat.org/1:1:25587:3>	07.DB.20
Ansermetite	1:1:26443:7	gcmin:ansermetite	<https://www.mindat.org/1:1:26443:7>	04.HD.30
Antarcticite	1:1:251:8	gcmin:antarcticite	<https://www.mindat.org/1:1:251:8>	03.BB.30
Anthoinite	1:1:252:7	gcmin:anthoinite	<https://www.mindat.org/1:1:252:7>	07.GB.35
Anthonyite	1:1:253:6	gcmin:anthonyite	<https://www.mindat.org/1:1:253:6>	03.DA.40
Anthophyllite	1:1:254:5	gcmin:anthophyllite	<https://www.mindat.org/1:1:254:5>	09.DD.05
Antigorite	1:1:260:6	gcmin:antigorite	<https://www.mindat.org/1:1:260:6>	09.ED.15
Antimonselite	1:1:266:0	gcmin:antimonselite	<https://www.mindat.org/1:1:266:0>	02.DB.05
Antimony	1:1:262:4	gcmin:antimony	<https://www.mindat.org/1:1:262:4>	01.CA.05
Antipinite	1:1:46162:3	gcmin:antipinite	<https://www.mindat.org/1:1:46162:3>	10
Antlerite	1:1:268:8	gcmin:antlerite	<https://www.mindat.org/1:1:268:8>	07.BB.15
Antofagastaite	1:1:53142:7	gcmin:antofagastaite	<https://www.mindat.org/1:1:53142:7>	07.CD.35
Anyuiite	1:1:271:2	gcmin:anyuiite	<https://www.mindat.org/1:1:271:2>	01.AA.15
Anzaite-(Ce)	1:1:43871:3	gcmin:anzaite-ce	<https://www.mindat.org/1:1:43871:3>	04.CC
Apachite	1:1:272:1	gcmin:apachite	<https://www.mindat.org/1:1:272:1>	09.HE.10
Aphthitalite	1:1:280:0	gcmin:aphthitalite	<https://www.mindat.org/1:1:280:0>	07.AC.35
Apjohnite	1:1:281:9	gcmin:apjohnite	<https://www.mindat.org/1:1:281:9>	07.CB.85
Aplowite	1:1:282:8	gcmin:aplowite	<https://www.mindat.org/1:1:282:8>	07.CB.15
Apophyllite Group	1:1:283:7	<https://w3id.org/geochem/1.0/min/grouplexicon/283>	<https://www.mindat.org/1:1:283:7>	09.EA
Apuanite	1:1:285:5	gcmin:apuanite	<https://www.mindat.org/1:1:285:5>	04.JA.25
Aqualite	1:1:27558:5	gcmin:aqualite	<https://www.mindat.org/1:1:27558:5>	09.CO.10
Aradite	1:1:43920:8	gcmin:aradite	<https://www.mindat.org/1:1:43920:8>	08.BN
Aragonite	1:1:307:6	gcmin:aragonite	<https://www.mindat.org/1:1:307:6>	05.AB.15
Arakiite	1:1:6805:1	gcmin:arakiite	<https://www.mindat.org/1:1:6805:1>	08.BE.45
Aramayoite	1:1:310:0	gcmin:aramayoite	<https://www.mindat.org/1:1:310:0>	02.HA.25
Arangasite	1:1:43332:9	gcmin:arangasite	<https://www.mindat.org/1:1:43332:9>	08.DB
Arapovite	1:1:27530:9	gcmin:arapovite	<https://www.mindat.org/1:1:27530:9>	09.CH.10
Aravaipaite	1:1:311:9	gcmin:aravaipaite	<https://www.mindat.org/1:1:311:9>	03.BB.35
Arcanite	1:1:314:6	gcmin:arcanite	<https://www.mindat.org/1:1:314:6>	07.AD.05
Archerite	1:1:315:5	gcmin:archerite	<https://www.mindat.org/1:1:315:5>	08.AD.15
Arctite	1:1:316:4	gcmin:arctite	<https://www.mindat.org/1:1:316:4>	08.BN.10
Arcubisite	1:1:318:2	gcmin:arcubisite	<https://www.mindat.org/1:1:318:2>	02.LA.40
Ardaite	1:1:320:7	gcmin:ardaite	<https://www.mindat.org/1:1:320:7>	02.LB.30
Ardealite	1:1:321:6	gcmin:ardealite	<https://www.mindat.org/1:1:321:6>	08.CJ.50
Ardennite-(As)	1:1:322:5	gcmin:ardennite-as	<https://www.mindat.org/1:1:322:5>	09.BJ.40
Ardennite-(V)	1:1:28893:2	gcmin:ardennite-v	<https://www.mindat.org/1:1:28893:2>	09.BJ.40
Arfvedsonite	1:1:325:2	gcmin:arfvedsonite	<https://www.mindat.org/1:1:325:2>	09.DE.25
Argandite	1:1:40277:2	gcmin:argandite	<https://www.mindat.org/1:1:40277:2>	08.BE.30
Argentobaumhauerite	1:1:571:9	gcmin:argentobaumhauerite	<https://www.mindat.org/1:1:571:9>	02.HC.05b
Argentojarosite	1:1:290:7	gcmin:argentojarosite	<https://www.mindat.org/1:1:290:7>	07.BC.10
Argentopearceite	1:1:55110:2	gcmin:argentopearceite	<https://www.mindat.org/1:1:55110:2>	02.GB
Argentopentlandite	1:1:291:6	gcmin:argentopentlandite	<https://www.mindat.org/1:1:291:6>	02.BB.15
Argentopyrite	1:1:299:8	gcmin:argentopyrite	<https://www.mindat.org/1:1:299:8>	02.CB.65
Argentotennantite	1:1:319:1	gcmin:argentotennantite	<https://www.mindat.org/1:1:319:1>	02.GB.05
Argentotetrahedrite	1:1:10677:1	gcmin:argentotetrahedrite	<https://www.mindat.org/1:1:10677:1>	02.GB
Argentotetrahedrite-(Fe)	1:1:46256:1	gcmin:argentotetrahedrite-fe	<https://www.mindat.org/1:1:46256:1>	02.GB.05
Argentotetrahedrite-(Hg)	1:1:55306:7	gcmin:argentotetrahedrite-hg	<https://www.mindat.org/1:1:55306:7>	02.GB
Argentotetrahedrite-(Zn)	1:1:53914:6	gcmin:argentotetrahedrite-zn	<https://www.mindat.org/1:1:53914:6>	02.GB
Argesite	1:1:42369:6	gcmin:argesite	<https://www.mindat.org/1:1:42369:6>	07.CD
Argutite	1:1:330:4	gcmin:argutite	<https://www.mindat.org/1:1:330:4>	04.DB.05
Argyrodite	1:1:331:3	gcmin:argyrodite	<https://www.mindat.org/1:1:331:3>	02.BA.70
Arhbarite	1:1:333:1	gcmin:arhbarite	<https://www.mindat.org/1:1:333:1>	08.BE.25
Ariegilatite	1:1:51569:6	gcmin:ariegilatite	<https://www.mindat.org/1:1:51569:6>	08.BO
Arisite-(Ce)	1:1:39483:5	gcmin:arisite-ce	<https://www.mindat.org/1:1:39483:5>	05.BD.18
Arisite-(La)	1:1:39549:0	gcmin:arisite-la	<https://www.mindat.org/1:1:39549:0>	05.BD.18
Aristarainite	1:1:334:0	gcmin:aristarainite	<https://www.mindat.org/1:1:334:0>	06.FB.05
Armalcolite	1:1:341:0	gcmin:armalcolite	<https://www.mindat.org/1:1:341:0>	04.CB.15
Armangite	1:1:342:9	gcmin:armangite	<https://www.mindat.org/1:1:342:9>	04.JB.20
Armbrusterite	1:1:28891:4	gcmin:armbrusterite	<https://www.mindat.org/1:1:28891:4>	09.EG.65
Armenite	1:1:343:8	gcmin:armenite	<https://www.mindat.org/1:1:343:8>	09.CM.05
Armstrongite	1:1:344:7	gcmin:armstrongite	<https://www.mindat.org/1:1:344:7>	09.EA.35
Arrojadite-(BaNa)	1:1:29414:6	gcmin:arrojadite-bana	<https://www.mindat.org/1:1:29414:6>	08.BF.05
Arrojadite-(KFe)	1:1:351:7	gcmin:arrojadite-kfe	<https://www.mindat.org/1:1:351:7>	08.BF.05
Arrojadite-(KNa)	1:1:28959:7	gcmin:arrojadite-kna	<https://www.mindat.org/1:1:28959:7>	08.BF.05
Arrojadite-(PbFe)	1:1:29064:5	gcmin:arrojadite-pbfe	<https://www.mindat.org/1:1:29064:5>	08.BF.05
Arrojadite-(SrFe)	1:1:28889:9	gcmin:arrojadite-srfe	<https://www.mindat.org/1:1:28889:9>	08.BF.05
Arsenbrackebuschite	1:1:6807:5	gcmin:arsenbrackebuschite	<https://www.mindat.org/1:1:6807:5>	08.BG.05
Arsendescloizite	1:1:356:2	gcmin:arsendescloizite	<https://www.mindat.org/1:1:356:2>	08.BH.35
Arsenic	1:1:357:1	gcmin:arsenic	<https://www.mindat.org/1:1:357:1>	01.CA.05
Arseniopleite	1:1:359:9	gcmin:arseniopleite	<https://www.mindat.org/1:1:359:9>	08.AC.10
Arseniosiderite	1:1:360:5	gcmin:arseniosiderite	<https://www.mindat.org/1:1:360:5>	08.DH.30
Arsenmedaite	1:1:51567:8	gcmin:arsenmedaite	<https://www.mindat.org/1:1:51567:8>	09.BJ
Arsenoclasite	1:1:364:1	gcmin:arsenoclasite	<https://www.mindat.org/1:1:364:1>	08.BD.10
Arsenocrandallite	1:1:365:0	gcmin:arsenocrandallite	<https://www.mindat.org/1:1:365:0>	08.BL.10
Arsenoflorencite-(Ce)	1:1:366:9	gcmin:arsenoflorencite-ce	<https://www.mindat.org/1:1:366:9>	08.BL.13
Arsenoflorencite-(La)	1:1:295:2	gcmin:arsenoflorencite-la	<https://www.mindat.org/1:1:295:2>	08.BL.13
Arsenogoldfieldite	1:1:55709:0	gcmin:arsenogoldfieldite	<https://www.mindat.org/1:1:55709:0>	02.GB
Arsenogorceixite	1:1:304:9	gcmin:arsenogorceixite	<https://www.mindat.org/1:1:304:9>	08.BL.10
Arsenogoyazite	1:1:292:5	gcmin:arsenogoyazite	<https://www.mindat.org/1:1:292:5>	08.BL.10
Arsenohauchecornite	1:1:301:2	gcmin:arsenohauchecornite	<https://www.mindat.org/1:1:301:2>	02.BB.10
Arsenohopeite	1:1:41153:0	gcmin:arsenohopeite	<https://www.mindat.org/1:1:41153:0>	08.CA.30
Arsenolamprite	1:1:312:8	gcmin:arsenolamprite	<https://www.mindat.org/1:1:312:8>	01.CA.10
Arsenolite	1:1:294:3	gcmin:arsenolite	<https://www.mindat.org/1:1:294:3>	04.CB.50
Arsenopalladinite	1:1:303:0	gcmin:arsenopalladinite	<https://www.mindat.org/1:1:303:0>	02.AC.10c
Arsenopyrite	1:1:305:8	gcmin:arsenopyrite	<https://www.mindat.org/1:1:305:8>	02.EB.20
Arsentsumebite	1:1:372:0	gcmin:arsentsumebite	<https://www.mindat.org/1:1:372:0>	08.BG.05
Arsenuranospathite	1:1:373:9	gcmin:arsenuranospathite	<https://www.mindat.org/1:1:373:9>	08.EB.25
Arsenuranylite	1:1:374:8	gcmin:arsenuranylite	<https://www.mindat.org/1:1:374:8>	08.EC.10
Arsiccioite	1:1:43935:0	gcmin:arsiccioite	<https://www.mindat.org/1:1:43935:0>	02.GA
Arthurite	1:1:376:6	gcmin:arthurite	<https://www.mindat.org/1:1:376:6>	08.DC.15
Artinite	1:1:377:5	gcmin:artinite	<https://www.mindat.org/1:1:377:5>	05.DA.10
Artroeite	1:1:378:4	gcmin:artroeite	<https://www.mindat.org/1:1:378:4>	03.CC.15
Artsmithite	1:1:26878:9	gcmin:artsmithite	<https://www.mindat.org/1:1:26878:9>	08.BO.40
Arupite	1:1:379:3	gcmin:arupite	<https://www.mindat.org/1:1:379:3>	08.CE.40
Arzrunite	1:1:381:8	gcmin:arzrunite	<https://www.mindat.org/1:1:381:8>	07.DF.60
Asagiite	1:1:470431:3	gcmin:asagiite	<https://www.mindat.org/1:1:470431:3>	07.DD
